species,PubChem
Gemella morbillorum,440995
Gemella morbillorum,439186
Gemella morbillorum,222
Gemella morbillorum,1060
Gemella morbillorum,439242
Gemella morbillorum,1110
Gemella morbillorum,5988
Gemella sanguinis,5793
Gemella sanguinis,6251
Gemella sanguinis,5779
Gemella sanguinis,5780
Gemella sanguinis,82170
Gemella sanguinis,439312
Gemella sanguinis,440995
Gemella sanguinis,439186
Gemella sanguinis,440658
Gemella sanguinis,944
Gemella sanguinis,439242
Gemella sanguinis,439207
Gemella sanguinis,5988
Gemella sanguinis,7427
Geobacillus thermodenitrificans,944
Geobacter bemidjiensis,175
Geobacter bemidjiensis,702
Geobacter lovleyi,175
Geobacter lovleyi,702
Geobacter metallireducens,175
Geobacter metallireducens,240
Geobacter metallireducens,243
Geobacter metallireducens,244
Geobacter metallireducens,263
Geobacter metallireducens,264
Geobacter metallireducens,280
Geobacter metallireducens,702
Geobacter metallireducens,783
Geobacter metallireducens,6590
Geobacter metallireducens,10430
Geobacter metallireducens,947
Geobacter metallireducens,222
Geobacter metallireducens,944
Geobacter metallireducens,996
Geobacter metallireducens,999
Geobacter metallireducens,1032
Geobacter metallireducens,1031
Geobacter metallireducens,1060
Geobacter metallireducens,1140
Geobacter metallireducens,7991
Geobacter metallireducens,2879
Geobacter sulfurreducens,175
Geobacter sulfurreducens,280
Geobacter sulfurreducens,702
Geobacter sulfurreducens,283
Geobacter sulfurreducens,783
Geobacter sulfurreducens,947
Geobacter sulfurreducens,944
Geobacter sulfurreducens,1110
Geobacter uraniireducens,175
Geobacter uraniireducens,702
Gluconobacter oxydans,54670067
Gluconobacter oxydans,11850
Granulibacter bethesdensis,887
Haemophilus influenzae,5793
Haemophilus influenzae,107689
Haemophilus influenzae,61503
Haemophilus parainfluenzae,5793
Haemophilus parainfluenzae,107689
Haemophilus parainfluenzae,61503
Haemophilus parainfluenzae,5280374
Halanaerobium hydrogeniformans,175
Halanaerobium hydrogeniformans,280
Halanaerobium hydrogeniformans,783
Halanaerobium praevalens,175
Halanaerobium praevalens,264
Halanaerobium praevalens,280
Halanaerobium praevalens,439178
Halanaerobium praevalens,439163
Halanaerobium praevalens,6036
Halanaerobium praevalens,5793
Halanaerobium praevalens,18950
Halanaerobium praevalens,135191
Halanaerobium praevalens,753
Halanaerobium praevalens,783
Halanaerobium praevalens,440995
Halanaerobium praevalens,1032
Halanaerobium praevalens,1060
Halanaerobium praevalens,439207
Halanaerobium praevalens,5988
Halanaerobium saccharolyticum,175
Halanaerobium saccharolyticum,280
Halanaerobium saccharolyticum,439178
Halanaerobium saccharolyticum,6902
Halanaerobium saccharolyticum,439195
Halanaerobium saccharolyticum,439163
Halanaerobium saccharolyticum,6036
Halanaerobium saccharolyticum,5793
Halanaerobium saccharolyticum,6251
Halanaerobium saccharolyticum,18950
Halanaerobium saccharolyticum,5779
Halanaerobium saccharolyticum,135191
Halanaerobium saccharolyticum,222285
Halanaerobium saccharolyticum,753
Halanaerobium saccharolyticum,783
Halanaerobium saccharolyticum,440995
Halanaerobium saccharolyticum,439186
Halanaerobium saccharolyticum,440658
Halanaerobium saccharolyticum,439174
Halanaerobium saccharolyticum,1060
Halanaerobium saccharolyticum,439242
Halanaerobium saccharolyticum,5988
Halanaerobium saccharolyticum,7427
Haloarcula marismortui,175
Haloarcula marismortui,5793
Halobacterium salinarum,5793
Halobacteroides halobius,978
Halobacteroides halobius,175
Halobacteroides halobius,171548
Halobacteroides halobius,280
Halobacteroides halobius,312
Halobacteroides halobius,439163
Halobacteroides halobius,6036
Halobacteroides halobius,5793
Halobacteroides halobius,702
Halobacteroides halobius,783
Halobacteroides halobius,439186
Halobacteroides halobius,923
Halobacteroides halobius,1060
Halobacteroides halobius,439242
Halobacteroides halobius,439207
Halobacteroides halobius,5988
Haloferax volcanii,175
Haloferax volcanii,5793
Haloferax volcanii,135191
Helcococcus kunzii,175
Helcococcus kunzii,439178
Helcococcus kunzii,6902
Helcococcus kunzii,439195
Helcococcus kunzii,5793
Helcococcus kunzii,5779
Helcococcus kunzii,5780
Helcococcus kunzii,82170
Helcococcus kunzii,439552
Helcococcus kunzii,440946
Helcococcus kunzii,6322
Helcococcus kunzii,107689
Helcococcus kunzii,61503
Helcococcus kunzii,440995
Helcococcus kunzii,439186
Helcococcus kunzii,944
Helcococcus kunzii,439242
Helcococcus kunzii,439207
Helcococcus kunzii,7427
Helicobacter acinonychis,783
Helicobacter bilis,783
Helicobacter bizzozeronii,783
Helicobacter canadensis,783
Helicobacter canis,783
Helicobacter cetorum,783
Helicobacter cetorum,944
Helicobacter cetorum,1176
Helicobacter cinaedi,783
Helicobacter felis,783
Helicobacter fennelliae,783
Helicobacter hepaticus,783
Helicobacter macacae,783
Helicobacter macacae,750
Helicobacter mustelae,783
Helicobacter pullorum,783
Helicobacter pylori,280
Helicobacter pylori,783
Helicobacter pylori,222
Helicobacter pylori,1176
Helicobacter suis,783
Helicobacter winghamensis,783
Hippea alviniae,175
Hippea alviniae,280
Hippea alviniae,444972
Hippea alviniae,783
Hippea alviniae,402
Hippea alviniae,1032
Hippea alviniae,1110
Hippea maritima,280
Hippea maritima,783
Hippea maritima,402
Holdemanella biformis,175
Holdemanella biformis,264
Holdemanella biformis,439178
Holdemanella biformis,6902
Holdemanella biformis,439195
Holdemanella biformis,6036
Holdemanella biformis,439213
Holdemanella biformis,5793
Holdemanella biformis,6251
Holdemanella biformis,18950
Holdemanella biformis,5780
Holdemanella biformis,82170
Holdemanella biformis,135191
Holdemanella biformis,439586
Holdemanella biformis,439606
Holdemanella biformis,439639
Holdemanella biformis,222285
Holdemanella biformis,439552
Holdemanella biformis,440946
Holdemanella biformis,753
Holdemanella biformis,798
Holdemanella biformis,892
Holdemanella biformis,107737
Holdemanella biformis,107689
Holdemanella biformis,61503
Holdemanella biformis,25310
Holdemanella biformis,439548
Holdemanella biformis,440995
Holdemanella biformis,439186
Holdemanella biformis,1032
Holdemanella biformis,439242
Holdemanella biformis,439207
Holdemanella biformis,5988
Holdemanella biformis,7427
Holdemania filiformis,175
Holdemania filiformis,439178
Holdemania filiformis,6902
Holdemania filiformis,439195
Holdemania filiformis,439163
Holdemania filiformis,5793
Holdemania filiformis,6251
Holdemania filiformis,18950
Holdemania filiformis,5779
Holdemania filiformis,5780
Holdemania filiformis,82170
Holdemania filiformis,135191
Holdemania filiformis,222285
Holdemania filiformis,892
Holdemania filiformis,107737
Holdemania filiformis,107689
Holdemania filiformis,61503
Holdemania filiformis,25310
Holdemania filiformis,439548
Holdemania filiformis,440658
Holdemania filiformis,439242
Holdemania filiformis,439207
Holdemania filiformis,1110
Holdemania filiformis,5988
Holdemania filiformis,7427
Hungateiclostridium cellulolyticum,175
Hungateiclostridium cellulolyticum,280
Hungateiclostridium cellulolyticum,439178
Hungateiclostridium cellulolyticum,702
Hungateiclostridium cellulolyticum,783
Hungateiclostridium clariflavum,175
Hungateiclostridium clariflavum,280
Hungateiclostridium clariflavum,439178
Hungateiclostridium clariflavum,702
Hungateiclostridium clariflavum,283
Hungateiclostridium clariflavum,783
Hungateiclostridium clariflavum,798
Hungateiclostridium clariflavum,107689
Hungateiclostridium clariflavum,61503
Hungateiclostridium clariflavum,6613
Hungateiclostridium thermocellum,439178
Hungateiclostridium thermocellum,439626
Hungateiclostridium thermocellum,440948
Hungateiclostridium thermocellum,440949
Hungateiclostridium thermocellum,440950
Hungateiclostridium thermocellum,5793
Hungateiclostridium thermocellum,283
Hungateiclostridium thermocellum,783
Hungatella hathewayi,175
Hungatella hathewayi,280
Hungatella hathewayi,439178
Hungatella hathewayi,6902
Hungatella hathewayi,439195
Hungatella hathewayi,439163
Hungatella hathewayi,6036
Hungatella hathewayi,5793
Hungatella hathewayi,18950
Hungatella hathewayi,5779
Hungatella hathewayi,5780
Hungatella hathewayi,82170
Hungatella hathewayi,135191
Hungatella hathewayi,702
Hungatella hathewayi,783
Hungatella hathewayi,25310
Hungatella hathewayi,439548
Hungatella hathewayi,440995
Hungatella hathewayi,439186
Hungatella hathewayi,440658
Hungatella hathewayi,439242
Hungatella hathewayi,439207
Hungatella hathewayi,5988
Hungatella hathewayi,7427
Hyphomicrobium denitrificans,944
Ignavibacterium album,439178
Ignavibacterium album,439163
Ignavibacterium album,5793
Ignavibacterium album,18950
Ignavibacterium album,444972
Ignavibacterium album,439186
Ignavibacterium album,944
Ignavibacterium album,24529
Ignavibacterium album,1090
Ignavibacterium album,1118
Ignavibacterium album,439208
Ignicoccus hospitalis,280
Ignicoccus hospitalis,783
Ilyobacter polytropus,10442
Ilyobacter polytropus,753
Intestinibacter bartlettii,175
Intestinibacter bartlettii,439163
Intestinibacter bartlettii,5793
Intestinibacter bartlettii,6251
Intestinibacter bartlettii,5779
Intestinibacter bartlettii,6590
Intestinibacter bartlettii,10430
Intestinibacter bartlettii,439186
Intestinibacter bartlettii,999
Intestinibacter bartlettii,5988
Johnsonella ignava,175
Johnsonella ignava,264
Johnsonella ignava,439178
Johnsonella ignava,6902
Johnsonella ignava,439195
Johnsonella ignava,439163
Johnsonella ignava,5793
Johnsonella ignava,6251
Johnsonella ignava,18950
Johnsonella ignava,5779
Johnsonella ignava,5780
Johnsonella ignava,82170
Johnsonella ignava,135191
Johnsonella ignava,222285
Johnsonella ignava,753
Johnsonella ignava,783
Johnsonella ignava,402
Johnsonella ignava,798
Johnsonella ignava,892
Johnsonella ignava,107737
Johnsonella ignava,6590
Johnsonella ignava,10430
Johnsonella ignava,107689
Johnsonella ignava,61503
Johnsonella ignava,25310
Johnsonella ignava,439548
Johnsonella ignava,440995
Johnsonella ignava,439186
Johnsonella ignava,440658
Johnsonella ignava,944
Johnsonella ignava,439242
Johnsonella ignava,439207
Johnsonella ignava,1110
Johnsonella ignava,5988
Johnsonella ignava,7427
Ketogulonicigenium vulgare,54670067
Kingella denitrificans,944
Kingella denitrificans,24529
Klebsiella pneumoniae,10442
Klebsiella pneumoniae,175
Klebsiella pneumoniae,24892716
Klebsiella pneumoniae,243
Klebsiella pneumoniae,280
Klebsiella pneumoniae,439178
Klebsiella pneumoniae,311
Klebsiella pneumoniae,6902
Klebsiella pneumoniae,439195
Klebsiella pneumoniae,10690
Klebsiella pneumoniae,5793
Klebsiella pneumoniae,135191
Klebsiella pneumoniae,702
Klebsiella pneumoniae,700
Klebsiella pneumoniae,712
Klebsiella pneumoniae,283
Klebsiella pneumoniae,753
Klebsiella pneumoniae,892
Klebsiella pneumoniae,107737
Klebsiella pneumoniae,439255
Klebsiella pneumoniae,94154
Klebsiella pneumoniae,33032
Klebsiella pneumoniae,23327
Klebsiella pneumoniae,222656
Klebsiella pneumoniae,92824
Klebsiella pneumoniae,439192
Klebsiella pneumoniae,887
Klebsiella pneumoniae,6329
Klebsiella pneumoniae,947
Klebsiella pneumoniae,222
Klebsiella pneumoniae,936
Klebsiella pneumoniae,938
Klebsiella pneumoniae,944
Klebsiella pneumoniae,439242
Klebsiella pneumoniae,493570
Klebsiella pneumoniae,439531
Klebsiella pneumoniae,1110
Klebsiella pneumoniae,5988
Klebsiella pneumoniae,1146
Klebsiella pneumoniae,5610
Klebsiella pneumoniae,1176
Klebsiella pneumoniae,225936
Klebsiella pneumoniae,439888
Klebsiella variicola,280
Klebsiella variicola,222
Klebsiella variicola,1176
Klebsiella variicola,225936
Klebsiella variicola,439888
Lachnoanaerobaculum saburreum,175
Lachnoanaerobaculum saburreum,264
Lachnoanaerobaculum saburreum,6902
Lachnoanaerobaculum saburreum,439195
Lachnoanaerobaculum saburreum,5793
Lachnoanaerobaculum saburreum,135191
Lachnoanaerobaculum saburreum,783
Lachnoanaerobaculum saburreum,402
Lachnoanaerobaculum saburreum,798
Lachnoanaerobaculum saburreum,107689
Lachnoanaerobaculum saburreum,61503
Lachnoanaerobaculum saburreum,440995
Lachnoanaerobaculum saburreum,439186
Lachnoanaerobaculum saburreum,222
Lachnoanaerobaculum saburreum,5988
Lachnoanaerobaculum saburreum,7427
Lachnobacterium bovis,175
Lachnobacterium bovis,264
Lachnobacterium bovis,439178
Lachnobacterium bovis,6902
Lachnobacterium bovis,439195
Lachnobacterium bovis,439163
Lachnobacterium bovis,5793
Lachnobacterium bovis,135191
Lachnobacterium bovis,798
Lachnobacterium bovis,6322
Lachnobacterium bovis,107689
Lachnobacterium bovis,61503
Lachnobacterium bovis,440995
Lachnobacterium bovis,439186
Lachnobacterium bovis,5988
Lachnoclostridium phytofermentans,175
Lachnoclostridium phytofermentans,280
Lachnoclostridium phytofermentans,6036
Lachnoclostridium phytofermentans,5793
Lachnoclostridium phytofermentans,18950
Lachnoclostridium phytofermentans,5779
Lachnoclostridium phytofermentans,135191
Lachnoclostridium phytofermentans,702
Lachnoclostridium phytofermentans,283
Lachnoclostridium phytofermentans,783
Lachnoclostridium phytofermentans,107689
Lachnoclostridium phytofermentans,61503
Lachnoclostridium phytofermentans,440995
Lachnoclostridium phytofermentans,439207
Lactobacillus acidipiscis,175
Lactobacillus acidipiscis,280
Lactobacillus acidipiscis,6902
Lactobacillus acidipiscis,439195
Lactobacillus acidipiscis,439163
Lactobacillus acidipiscis,6251
Lactobacillus acidipiscis,5779
Lactobacillus acidipiscis,702
Lactobacillus acidipiscis,107689
Lactobacillus acidipiscis,61503
Lactobacillus acidipiscis,6613
Lactobacillus acidipiscis,5988
Lactobacillus acidophilus,175
Lactobacillus acidophilus,171548
Lactobacillus acidophilus,280
Lactobacillus acidophilus,439178
Lactobacillus acidophilus,10133
Lactobacillus acidophilus,221493
Lactobacillus acidophilus,439163
Lactobacillus acidophilus,6036
Lactobacillus acidophilus,5793
Lactobacillus acidophilus,6251
Lactobacillus acidophilus,18950
Lactobacillus acidophilus,222528
Lactobacillus acidophilus,439586
Lactobacillus acidophilus,439606
Lactobacillus acidophilus,439639
Lactobacillus acidophilus,702
Lactobacillus acidophilus,6037
Lactobacillus acidophilus,12544
Lactobacillus acidophilus,10140
Lactobacillus acidophilus,3035026
Lactobacillus acidophilus,115245
Lactobacillus acidophilus,10256
Lactobacillus acidophilus,107689
Lactobacillus acidophilus,61503
Lactobacillus acidophilus,6305
Lactobacillus acidophilus,440995
Lactobacillus acidophilus,9903
Lactobacillus acidophilus,439186
Lactobacillus acidophilus,936
Lactobacillus acidophilus,938
Lactobacillus acidophilus,6613
Lactobacillus acidophilus,1045
Lactobacillus acidophilus,439242
Lactobacillus acidophilus,493570
Lactobacillus acidophilus,5988
Lactobacillus acidophilus,387316
Lactobacillus acidophilus,53297338
Lactobacillus acidophilus,440687
Lactobacillus acidophilus,439763
Lactobacillus acidophilus,1150
Lactobacillus amylolyticus,175
Lactobacillus amylolyticus,280
Lactobacillus amylolyticus,439163
Lactobacillus amylolyticus,6036
Lactobacillus amylolyticus,18950
Lactobacillus amylolyticus,702
Lactobacillus amylolyticus,107689
Lactobacillus amylolyticus,61503
Lactobacillus amylolyticus,439186
Lactobacillus amylolyticus,6613
Lactobacillus amylolyticus,5988
Lactobacillus amylovorus,175
Lactobacillus amylovorus,280
Lactobacillus amylovorus,439178
Lactobacillus amylovorus,439163
Lactobacillus amylovorus,6036
Lactobacillus amylovorus,5793
Lactobacillus amylovorus,18950
Lactobacillus amylovorus,702
Lactobacillus amylovorus,107689
Lactobacillus amylovorus,61503
Lactobacillus amylovorus,439186
Lactobacillus amylovorus,6613
Lactobacillus amylovorus,5988
Lactobacillus amylovorus,7427
Lactobacillus animalis,175
Lactobacillus animalis,280
Lactobacillus animalis,439178
Lactobacillus animalis,6902
Lactobacillus animalis,439195
Lactobacillus animalis,439163
Lactobacillus animalis,5793
Lactobacillus animalis,5779
Lactobacillus animalis,702
Lactobacillus animalis,283
Lactobacillus animalis,439552
Lactobacillus animalis,440946
Lactobacillus animalis,107689
Lactobacillus animalis,61503
Lactobacillus animalis,440995
Lactobacillus animalis,439186
Lactobacillus animalis,440658
Lactobacillus animalis,6613
Lactobacillus animalis,439242
Lactobacillus animalis,7427
Lactobacillus antri,175
Lactobacillus antri,280
Lactobacillus antri,6902
Lactobacillus antri,439195
Lactobacillus antri,439163
Lactobacillus antri,6036
Lactobacillus antri,5779
Lactobacillus antri,702
Lactobacillus antri,107689
Lactobacillus antri,61503
Lactobacillus antri,439186
Lactobacillus antri,440658
Lactobacillus antri,6613
Lactobacillus antri,439242
Lactobacillus antri,5988
Lactobacillus brevis,10442
Lactobacillus brevis,119
Lactobacillus brevis,175
Lactobacillus brevis,280
Lactobacillus brevis,6902
Lactobacillus brevis,439195
Lactobacillus brevis,439163
Lactobacillus brevis,5779
Lactobacillus brevis,439586
Lactobacillus brevis,439606
Lactobacillus brevis,439639
Lactobacillus brevis,702
Lactobacillus brevis,6037
Lactobacillus brevis,753
Lactobacillus brevis,107689
Lactobacillus brevis,61503
Lactobacillus brevis,439186
Lactobacillus brevis,440658
Lactobacillus brevis,936
Lactobacillus brevis,938
Lactobacillus brevis,6613
Lactobacillus brevis,5988
Lactobacillus brevis,1130
Lactobacillus buchneri,1030
Lactobacillus buchneri,259994
Lactobacillus buchneri,439846
Lactobacillus buchneri,10442
Lactobacillus buchneri,175
Lactobacillus buchneri,280
Lactobacillus buchneri,10133
Lactobacillus buchneri,221493
Lactobacillus buchneri,6902
Lactobacillus buchneri,439195
Lactobacillus buchneri,439163
Lactobacillus buchneri,5779
Lactobacillus buchneri,222528
Lactobacillus buchneri,702
Lactobacillus buchneri,753
Lactobacillus buchneri,12544
Lactobacillus buchneri,10140
Lactobacillus buchneri,3035026
Lactobacillus buchneri,115245
Lactobacillus buchneri,107689
Lactobacillus buchneri,61503
Lactobacillus buchneri,9903
Lactobacillus buchneri,439186
Lactobacillus buchneri,440658
Lactobacillus buchneri,6613
Lactobacillus buchneri,387316
Lactobacillus buchneri,53297338
Lactobacillus buchneri,440687
Lactobacillus buchneri,439763
Lactobacillus casei,978
Lactobacillus casei,175
Lactobacillus casei,190
Lactobacillus casei,171548
Lactobacillus casei,280
Lactobacillus casei,439178
Lactobacillus casei,439163
Lactobacillus casei,10690
Lactobacillus casei,6251
Lactobacillus casei,5779
Lactobacillus casei,5780
Lactobacillus casei,82170
Lactobacillus casei,439312
Lactobacillus casei,439586
Lactobacillus casei,439606
Lactobacillus casei,439639
Lactobacillus casei,702
Lactobacillus casei,6037
Lactobacillus casei,283
Lactobacillus casei,764
Lactobacillus casei,107689
Lactobacillus casei,61503
Lactobacillus casei,6305
Lactobacillus casei,440995
Lactobacillus casei,936
Lactobacillus casei,938
Lactobacillus casei,967
Lactobacillus casei,6613
Lactobacillus casei,1050
Lactobacillus casei,1054
Lactobacillus casei,1052
Lactobacillus casei,493570
Lactobacillus casei,5988
Lactobacillus casei,1130
Lactobacillus casei,1135
Lactobacillus casei,1188
Lactobacillus coleohominis,175
Lactobacillus coleohominis,280
Lactobacillus coleohominis,439163
Lactobacillus coleohominis,5779
Lactobacillus coleohominis,702
Lactobacillus coleohominis,107689
Lactobacillus coleohominis,61503
Lactobacillus coleohominis,6613
Lactobacillus coryniformis,175
Lactobacillus coryniformis,280
Lactobacillus coryniformis,439163
Lactobacillus coryniformis,10690
Lactobacillus coryniformis,6251
Lactobacillus coryniformis,702
Lactobacillus coryniformis,107689
Lactobacillus coryniformis,61503
Lactobacillus coryniformis,6613
Lactobacillus coryniformis,5988
Lactobacillus crispatus,175
Lactobacillus crispatus,280
Lactobacillus crispatus,439178
Lactobacillus crispatus,439163
Lactobacillus crispatus,6036
Lactobacillus crispatus,5793
Lactobacillus crispatus,18950
Lactobacillus crispatus,702
Lactobacillus crispatus,107689
Lactobacillus crispatus,61503
Lactobacillus crispatus,440995
Lactobacillus crispatus,439186
Lactobacillus crispatus,6613
Lactobacillus crispatus,439207
Lactobacillus crispatus,5988
Lactobacillus curvatus,175
Lactobacillus curvatus,280
Lactobacillus curvatus,439178
Lactobacillus curvatus,439163
Lactobacillus curvatus,5779
Lactobacillus curvatus,702
Lactobacillus curvatus,107689
Lactobacillus curvatus,61503
Lactobacillus curvatus,6613
Lactobacillus delbrueckii,175
Lactobacillus delbrueckii,24892716
Lactobacillus delbrueckii,280
Lactobacillus delbrueckii,439163
Lactobacillus delbrueckii,5793
Lactobacillus delbrueckii,6251
Lactobacillus delbrueckii,18950
Lactobacillus delbrueckii,702
Lactobacillus delbrueckii,6037
Lactobacillus delbrueckii,107689
Lactobacillus delbrueckii,61503
Lactobacillus delbrueckii,440995
Lactobacillus delbrueckii,936
Lactobacillus delbrueckii,938
Lactobacillus delbrueckii,6613
Lactobacillus delbrueckii,1050
Lactobacillus delbrueckii,1054
Lactobacillus delbrueckii,1052
Lactobacillus delbrueckii,493570
Lactobacillus delbrueckii,5988
Lactobacillus equi,175
Lactobacillus equi,280
Lactobacillus equi,439163
Lactobacillus equi,6251
Lactobacillus equi,702
Lactobacillus equi,107689
Lactobacillus equi,61503
Lactobacillus equi,440658
Lactobacillus equi,6613
Lactobacillus equi,439242
Lactobacillus equi,5988
Lactobacillus equicursoris,175
Lactobacillus equicursoris,280
Lactobacillus equicursoris,439178
Lactobacillus equicursoris,439163
Lactobacillus equicursoris,6036
Lactobacillus equicursoris,5793
Lactobacillus equicursoris,6251
Lactobacillus equicursoris,18950
Lactobacillus equicursoris,702
Lactobacillus equicursoris,107689
Lactobacillus equicursoris,61503
Lactobacillus equicursoris,440995
Lactobacillus equicursoris,6613
Lactobacillus equicursoris,439242
Lactobacillus equicursoris,439207
Lactobacillus farciminis,175
Lactobacillus farciminis,280
Lactobacillus farciminis,439178
Lactobacillus farciminis,439163
Lactobacillus farciminis,6036
Lactobacillus farciminis,18950
Lactobacillus farciminis,702
Lactobacillus farciminis,107689
Lactobacillus farciminis,61503
Lactobacillus farciminis,440995
Lactobacillus farciminis,439186
Lactobacillus farciminis,6613
Lactobacillus farciminis,5988
Lactobacillus farciminis,7427
Lactobacillus fermentum,175
Lactobacillus fermentum,280
Lactobacillus fermentum,439163
Lactobacillus fermentum,6036
Lactobacillus fermentum,6251
Lactobacillus fermentum,5779
Lactobacillus fermentum,439312
Lactobacillus fermentum,439586
Lactobacillus fermentum,439606
Lactobacillus fermentum,439639
Lactobacillus fermentum,6037
Lactobacillus fermentum,107689
Lactobacillus fermentum,61503
Lactobacillus fermentum,439186
Lactobacillus fermentum,440658
Lactobacillus fermentum,936
Lactobacillus fermentum,938
Lactobacillus fermentum,6613
Lactobacillus fermentum,439242
Lactobacillus fermentum,493570
Lactobacillus fermentum,5988
Lactobacillus fermentum,1130
Lactobacillus florum,175
Lactobacillus florum,280
Lactobacillus florum,439163
Lactobacillus florum,5793
Lactobacillus florum,702
Lactobacillus florum,107689
Lactobacillus florum,61503
Lactobacillus florum,6613
Lactobacillus fructivorans,175
Lactobacillus fructivorans,280
Lactobacillus fructivorans,439163
Lactobacillus fructivorans,702
Lactobacillus fructivorans,107689
Lactobacillus fructivorans,61503
Lactobacillus fructivorans,439186
Lactobacillus fructivorans,6613
Lactobacillus fructivorans,5988
Lactobacillus gasseri,175
Lactobacillus gasseri,280
Lactobacillus gasseri,439178
Lactobacillus gasseri,10133
Lactobacillus gasseri,221493
Lactobacillus gasseri,439163
Lactobacillus gasseri,6036
Lactobacillus gasseri,5793
Lactobacillus gasseri,6251
Lactobacillus gasseri,18950
Lactobacillus gasseri,222528
Lactobacillus gasseri,702
Lactobacillus gasseri,6037
Lactobacillus gasseri,12544
Lactobacillus gasseri,10140
Lactobacillus gasseri,3035026
Lactobacillus gasseri,115245
Lactobacillus gasseri,107689
Lactobacillus gasseri,61503
Lactobacillus gasseri,440995
Lactobacillus gasseri,9903
Lactobacillus gasseri,439186
Lactobacillus gasseri,6613
Lactobacillus gasseri,5988
Lactobacillus gasseri,387316
Lactobacillus gasseri,53297338
Lactobacillus gasseri,440687
Lactobacillus gasseri,439763
Lactobacillus gasseri,5283853
Lactobacillus gastricus,175
Lactobacillus gastricus,280
Lactobacillus gastricus,439178
Lactobacillus gastricus,439163
Lactobacillus gastricus,6036
Lactobacillus gastricus,18950
Lactobacillus gastricus,702
Lactobacillus gastricus,107689
Lactobacillus gastricus,61503
Lactobacillus gastricus,439186
Lactobacillus gastricus,440658
Lactobacillus gastricus,6613
Lactobacillus gastricus,439242
Lactobacillus gastricus,5988
Lactobacillus gastricus,7427
Lactobacillus gigeriorum,175
Lactobacillus gigeriorum,280
Lactobacillus gigeriorum,439178
Lactobacillus gigeriorum,439163
Lactobacillus gigeriorum,6036
Lactobacillus gigeriorum,5793
Lactobacillus gigeriorum,18950
Lactobacillus gigeriorum,702
Lactobacillus gigeriorum,107689
Lactobacillus gigeriorum,61503
Lactobacillus gigeriorum,439186
Lactobacillus gigeriorum,439174
Lactobacillus gigeriorum,6613
Lactobacillus gigeriorum,439207
Lactobacillus gigeriorum,5988
Lactobacillus helveticus,175
Lactobacillus helveticus,280
Lactobacillus helveticus,439163
Lactobacillus helveticus,6036
Lactobacillus helveticus,439312
Lactobacillus helveticus,439586
Lactobacillus helveticus,439606
Lactobacillus helveticus,439639
Lactobacillus helveticus,702
Lactobacillus helveticus,107689
Lactobacillus helveticus,61503
Lactobacillus helveticus,440995
Lactobacillus helveticus,439186
Lactobacillus helveticus,222
Lactobacillus helveticus,936
Lactobacillus helveticus,938
Lactobacillus helveticus,6613
Lactobacillus helveticus,1050
Lactobacillus helveticus,1054
Lactobacillus helveticus,1052
Lactobacillus helveticus,493570
Lactobacillus helveticus,1130
Lactobacillus hilgardii,175
Lactobacillus hilgardii,280
Lactobacillus hilgardii,10133
Lactobacillus hilgardii,221493
Lactobacillus hilgardii,439163
Lactobacillus hilgardii,5779
Lactobacillus hilgardii,135191
Lactobacillus hilgardii,222528
Lactobacillus hilgardii,702
Lactobacillus hilgardii,12544
Lactobacillus hilgardii,10140
Lactobacillus hilgardii,3035026
Lactobacillus hilgardii,115245
Lactobacillus hilgardii,107689
Lactobacillus hilgardii,61503
Lactobacillus hilgardii,9903
Lactobacillus hilgardii,439186
Lactobacillus hilgardii,6613
Lactobacillus hilgardii,387316
Lactobacillus hilgardii,53297338
Lactobacillus hilgardii,440687
Lactobacillus hilgardii,439763
Lactobacillus hominis,175
Lactobacillus hominis,280
Lactobacillus hominis,439178
Lactobacillus hominis,439163
Lactobacillus hominis,6036
Lactobacillus hominis,5793
Lactobacillus hominis,18950
Lactobacillus hominis,702
Lactobacillus hominis,107689
Lactobacillus hominis,61503
Lactobacillus hominis,440995
Lactobacillus hominis,439186
Lactobacillus hominis,439174
Lactobacillus hominis,6613
Lactobacillus hominis,439242
Lactobacillus hominis,439207
Lactobacillus hominis,5988
Lactobacillus hominis,7427
Lactobacillus iners,175
Lactobacillus iners,280
Lactobacillus iners,439163
Lactobacillus iners,702
Lactobacillus iners,107689
Lactobacillus iners,61503
Lactobacillus iners,6613
Lactobacillus ingluviei,439178
Lactobacillus ingluviei,6902
Lactobacillus ingluviei,439195
Lactobacillus ingluviei,6036
Lactobacillus ingluviei,10690
Lactobacillus ingluviei,6251
Lactobacillus ingluviei,5780
Lactobacillus ingluviei,82170
Lactobacillus ingluviei,222285
Lactobacillus ingluviei,439552
Lactobacillus ingluviei,440946
Lactobacillus ingluviei,753
Lactobacillus ingluviei,402
Lactobacillus ingluviei,892
Lactobacillus ingluviei,107737
Lactobacillus ingluviei,107689
Lactobacillus ingluviei,61503
Lactobacillus ingluviei,25310
Lactobacillus ingluviei,439548
Lactobacillus ingluviei,440995
Lactobacillus ingluviei,440658
Lactobacillus ingluviei,944
Lactobacillus ingluviei,439242
Lactobacillus ingluviei,7427
Lactobacillus ingluviei,6912
Lactobacillus jensenii,175
Lactobacillus jensenii,280
Lactobacillus jensenii,439178
Lactobacillus jensenii,439163
Lactobacillus jensenii,5779
Lactobacillus jensenii,702
Lactobacillus jensenii,107689
Lactobacillus jensenii,61503
Lactobacillus jensenii,6613
